Day,Search term,Match type,Added/Excluded,Ad group,Keyword,Clicks,Impr.,CTR,Currency code,Avg. CPC,Cost,Conv. rate,Conversions,Cost / conv.
2026-04-12,vakantiewoningen voor groepen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > groep,[groepshuis huren],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-12,kinderaccomodatie,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[logeren met kinderen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-03-31,huisje op vakantiepark,Exact match,Added,LDL | NL | S | GE | Accommodations > vakantiepark,[huisje op vakantiepark],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-11,bungalowpark met zwemparadijs,Exact match,Added,LDL | NL | S | GE | Accommodations > zwembad,[bungalowpark met zwemparadijs],0,3,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-03,12 persoons vakantiehuis,Exact match,Added,LDL | NL | S | GE | Accommodations > 9-13 persoons,[12 persoons vakantiehuis],2,11,18.18%,EUR,1.93,3.85,4.16%,0.08,46.28
2026-04-06,leuk vakantiepark kinderen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[kindvriendelijke vakantieparken],0,3,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-05,wellness huisje met hond,Exact match,Added,LDL | NL | S | GE | Accommodations > wellness,[wellness huisje met hond],1,7,14.29%,EUR,0.96,0.96,0.00%,0.00,0.00
2026-04-12,bungelowparken,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiepark,[bungalow park],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-04,huis met prive zwembad,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[vakantiehuis prive zwembad],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-13,vakantiehuizen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiehuis,[vakantiehuis],0,11,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-10,villa zwembad,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[vakantiehuizen met prive zwembad],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-04,bungalow 8 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 5-8 persoons,[8 personen bungalow],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-11,vakantie groepsreis,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > groep,[groepsreizen],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-03,vakantiehuisjes met kinderen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[huisje huren met kinderen],1,1,100.00%,EUR,1.95,1.95,50.00%,0.50,3.90
2026-04-09,welk vakantiepark is leuk voor kinderen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[kindvriendelijke vakantieparken],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-02,glamping safaritent,Exact match,Added,LDL | NL | S | GE | Accommodations > glamping,[glamping safaritent],1,2,50.00%,EUR,1.98,1.98,0.00%,0.00,0.00
2026-04-08,nachtje weg met kleuter,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[overnachting met kinderen],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-09,leuke groepsaccommodatie,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > groep,[groepshuisje],1,1,100.00%,EUR,1.93,1.93,0.00%,0.00,0.00
2026-04-13,vakantiehuis huren met zwembad,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[vakantiehuisje met zwembad],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-13,vakantiepark huisje met sauna,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > sauna,[huisje met sauna],1,1,100.00%,EUR,1.92,1.92,0.00%,0.00,0.00
2026-04-09,wellness huisje huren,Exact match,Added,LDL | NL | S | GE | Accommodations > wellness,[wellness huisje huren],1,2,50.00%,EUR,1.54,1.54,0.00%,0.00,0.00
2026-04-03,16 persoons huis,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 14-19 persoons,[16 personen vakantiehuis],1,2,50.00%,EUR,1.97,1.97,0.00%,0.00,0.00
2026-04-07,accommodatie 16 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 14-19 persoons,[16 personen accommodatie],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-06,kinder bungalowpark,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[vakantiepark kleine kinderen],1,1,100.00%,EUR,2.00,2.00,0.00%,0.00,0.00
2026-04-13,villa met zwembad,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[vakantiehuizen met prive zwembad],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-01,groepsaccommodatie 12 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 9-13 persoons,[12 persoons vakantiehuis],2,9,22.22%,EUR,1.62,3.23,0.00%,0.00,0.00
2026-04-12,bungalopark,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiepark,[bungalowparken],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-07,vakantiewoning 13 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 9-13 persoons,[13 persoons vakantiehuis],1,2,50.00%,EUR,1.96,1.96,0.00%,0.00,0.00
2026-04-11,wellness bungalow met jacuzzi,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > bubbelbad,[bungalow met bubbelbad],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-11,glamping kamperen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > glamping,[glamping],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-12,familiehuizen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > groep,[groepshuisje],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-12,2 persoons vakantiehuisje,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 1-4 persoons,[2 personen huisje],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-06,groepshuis 14 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 14-19 persoons,[14 personen vakantiehuis],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-11,park huisje,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiepark,[bungalowpark],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-04,vakantiepark kleine kinderen,Exact match,Added,LDL | NL | S | GE | Accommodations > kinderen,[vakantiepark kleine kinderen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-07,bungalows,Exact match,Added,LDL | NL | S | GE | Accommodations > vakantiehuis,[bungalows],8,78,10.26%,EUR,1.98,15.84,0.00%,0.00,0.00
2026-04-05,vakantiehuis huren met prive zwembad,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[vakantiehuisje met prive zwembad],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-03,huisje huren 10 personen,Exact match,Added,LDL | NL | S | GE | Accommodations > 9-13 persoons,[huisje huren 10 personen],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-03,familiehuis huren,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > groep,[groepshuis huren],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-11,huisje huren voor 12 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 9-13 persoons,[12 personen huis huren],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-10,vakantiehuis 14 personen,Exact match,Added,LDL | NL | S | GE | Accommodations > 14-19 persoons,[vakantiehuis 14 personen],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-03-31,vakantiehuisje 16 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 14-19 persoons,[16 persoons vakantiehuis],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-10,12 persoons huisjes,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 9-13 persoons,[12 personen vakantiehuis],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-10,vakantiehuis 11 personen,Exact match,Added,LDL | NL | S | GE | Accommodations > 9-13 persoons,[vakantiehuis 11 personen],4,8,50.00%,EUR,1.99,7.96,0.00%,0.00,0.00
2026-03-31,huisje met eigen zwembad,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[vakantiehuis met zwembad],0,3,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-06,huisje huren 14 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 14-19 persoons,[14 persoons vakantiehuis],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-11,bungalows huren,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiehuis,[vakantiebungalow huren],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-01,bungalow 9 personen,Exact match,Added,LDL | NL | S | GE | Accommodations > 9-13 persoons,[bungalow 9 personen],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-04,georganiseerde groepsreizen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > groep,[groepsreizen],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-05,subtropisch zwembad bungalowpark,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[huisje met subtropisch zwembad],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-03-31,overnachten met kids,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[overnachting met kinderen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-11,12 persoons vakantiehuis vakantiepark,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 9-13 persoons,[12 personen bungalowpark],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-11,glampingen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > glamping,[glamping],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-11,villa zwembad,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[vakantiehuizen met prive zwembad],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-04,13 persoons vakantiehuis,Exact match,Added,LDL | NL | S | GE | Accommodations > 9-13 persoons,[13 persoons vakantiehuis],2,4,50.00%,EUR,1.66,3.31,0.00%,0.00,0.00
2026-04-10,vakantiepark prive zwembad,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[huisje met prive zwembad],1,2,50.00%,EUR,1.95,1.95,0.00%,0.00,0.00
2026-04-06,2 persoons huisje,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 1-4 persoons,[2 personen huisje],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-08,hottub huisje huren,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > bubbelbad,[huisjes met hottub],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-13,wellness huisje 2 personen,Exact match,Added,LDL | NL | S | GE | Accommodations > wellness,[wellness huisje 2 personen],3,8,37.50%,EUR,1.27,3.82,0.00%,0.00,0.00
2026-04-08,villa met zwembad,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[vakantiehuizen met prive zwembad],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-04,vakantiepark niederlande,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiepark,[vakantieparken],1,1,100.00%,EUR,1.99,1.99,0.00%,0.00,0.00
2026-03-31,vakantiepark voor kinderen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[kindvriendelijke vakantieparken],1,2,50.00%,EUR,1.86,1.86,0.00%,0.00,0.00
2026-04-13,vakantiehuis met wellness,Exact match,Added,LDL | NL | S | GE | Accommodations > wellness,[vakantiehuis met wellness],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-02,recreatiepark met subtropisch zwembad,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[park met subtropisch zwembad],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-07,bungalow house,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiehuis,[bungalow],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-13,overnachting met kleine kinderen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[logeren met kinderen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-05,grote vakantie huisjes,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > groep,[grote vakantiehuizen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-04,vakantiehuisje met jacuzzi,Exact match,Added,LDL | NL | S | GE | Accommodations > bubbelbad,[vakantiehuisje met jacuzzi],3,11,27.27%,EUR,1.92,5.75,0.00%,0.00,0.00
2026-04-02,vakantiehuis met sauna,Exact match,Added,LDL | NL | S | GE | Accommodations > sauna,[vakantiehuis met sauna],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-07,huis huren,Exact match,Added,LDL | NL | S | GE | Accommodations > vakantiehuis,[huis huren],0,7,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-01,overnachting hottub,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > bubbelbad,[accommodatie met hottub],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-11,vakantiehuis 40 personen,Exact match,Added,LDL | NL | S | GE | Accommodations > 20+ persoons,[vakantiehuis 40 personen],0,6,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-12,bijzondere overnachting kinderen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[logeren met kinderen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-07,familie vakantiehuis,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > familie,[familie huis huren],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-11,vakantiehuisje te huur,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiehuis,[vakantie huisje huren],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-11,bungalows met jacuzzi,Exact match,Added,LDL | NL | S | GE | Accommodations > bubbelbad,[bungalows met jacuzzi],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-01,huisje jacuzzi,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > bubbelbad,[huisjes met hottub],1,2,50.00%,EUR,1.98,1.98,0.00%,0.00,0.00
2026-04-08,vakantiehuis huren 15 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 14-19 persoons,[15 personen huis huren],1,1,100.00%,EUR,1.93,1.93,0.00%,0.00,0.00
2026-04-11,weekend 12 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 9-13 persoons,[vakantiehuis 12 personen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-11,huis met hottub huren,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > bubbelbad,[huisjes met hottub],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-09,8 persoons vakantiehuis,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 5-8 persoons,[vakantiehuis 8 personen],1,1,100.00%,EUR,1.93,1.93,0.00%,0.00,0.00
2026-04-01,vakantiehuis 8 personen,Exact match,Added,LDL | NL | S | GE | Accommodations > 5-8 persoons,[vakantiehuis 8 personen],1,10,10.00%,EUR,1.90,1.90,0.00%,0.00,0.00
2026-04-09,vakantiehuisje 2 pers,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 1-4 persoons,[2 personen huisje],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-01,bunglow,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiehuis,[bungalow],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-05,familieparken,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > familie,[vakantiepark familie],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-01,bungalows vakantie,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiehuis,[bungalow],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-03,vakantie huis met prive zwembad,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[huisje met prive zwembad],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-11,villa met zwembad,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[vakantiehuis met prive zwembad],2,2,100.00%,EUR,1.98,3.96,0.00%,0.00,0.00
2026-04-12,vakantiepark huren,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiehuis,[vakantiebungalow huren],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-10,vakantiehuisje zwembad,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[vakantiehuisje met zwembad],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-06,peuter vakantiepark,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[vakantiepark kleine kinderen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-11,grote groepen huis huren,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > groep,[groepshuis huren],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-12,vakantiewoning 16 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 14-19 persoons,[16 persoons vakantiehuis],0,4,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-01,vakantiehuisje wellness,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > wellness,[vakantiehuis met wellness],1,1,100.00%,EUR,1.44,1.44,0.00%,0.00,0.00
2026-04-04,weekend weg 15 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 14-19 persoons,[vakantiehuis 15 personen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-07,wellnesshuisje,Exact match,Added,LDL | NL | S | GE | Accommodations > wellness,[wellnesshuisje],1,1,100.00%,EUR,1.97,1.97,0.00%,0.00,0.00
2026-04-05,groepsaccommodaties 20 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 20+ persoons,[20 persoons vakantiehuis],0,3,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-12,groepsaccommodatie 14 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 14-19 persoons,[14 personen huisje huren],0,4,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-11,familiehuis 16 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 14-19 persoons,[16 personen vakantiepark],1,1,100.00%,EUR,1.95,1.95,0.00%,0.00,0.00
2026-04-01,14 personen vakantiehuis,Exact match,Added,LDL | NL | S | GE | Accommodations > 14-19 persoons,[14 personen vakantiehuis],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-13,safaritent huren,Exact match,Added,LDL | NL | S | GE | Accommodations > glamping,[safaritent huren],2,7,28.57%,EUR,1.81,3.62,0.00%,0.00,0.00
2026-04-04,bungolow,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiehuis,[bungalow],1,1,100.00%,EUR,1.77,1.77,0.00%,0.00,0.00
2026-04-03,grote groepsaccommodatie,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > groep,[grote vakantiehuizen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-09,vakantie zwemparadijs,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[vakantiepark met zwemparadijs],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-11,vakantiewoning 16 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 14-19 persoons,[vakantiehuis 16 personen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-04,bungalowvakanties,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiehuis,[bungalow],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-10,spa huisje,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > wellness,[huisje met wellness],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-02,campings luxe,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > glamping,[luxe glamping],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-08,familie park,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[vakantiepark met kinderen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-03,leukste vakantiepark voor kinderen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[kindvriendelijke vakantieparken],1,2,50.00%,EUR,1.96,1.96,0.00%,0.00,0.00
2026-03-31,14 persoons vakantiehuis,Exact match,Added,LDL | NL | S | GE | Accommodations > 14-19 persoons,[14 persoons vakantiehuis],1,2,50.00%,EUR,1.91,1.91,0.00%,0.00,0.00
2026-04-11,reizen met groep,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > groep,[groepsreizen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-01,bungalowpark met zwembad,Exact match,Added,LDL | NL | S | GE | Accommodations > zwembad,[bungalowpark met zwembad],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-08,wellness vakantiehuis,Exact match,Added,LDL | NL | S | GE | Accommodations > wellness,[wellness vakantiehuis],0,3,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-11,bungalo,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiehuis,[bungalows],0,3,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-03-31,overnachting hottub,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > bubbelbad,[accommodatie met bubbelbad],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-07,overnachten met jacuzzi,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > bubbelbad,[accommodatie met bubbelbad],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-03,vakantiepark jacuzzi,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > bubbelbad,[vakantiepark met bubbelbad],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-10,accommodaties,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiehuis,[accommodatie],0,3,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-06,huisje met prive zwembad,Exact match,Added,LDL | NL | S | GE | Accommodations > zwembad,[huisje met prive zwembad],1,2,50.00%,EUR,1.16,1.16,0.00%,0.00,0.00
2026-04-06,10 personen vakantiehuis,Exact match,Added,LDL | NL | S | GE | Accommodations > 9-13 persoons,[10 personen vakantiehuis],0,4,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-09,vakantiehuis wellness,Exact match,Added,LDL | NL | S | GE | Accommodations > wellness,[vakantiehuis wellness],0,3,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-12,vakantiehuis 20 personen,Exact match,Added,LDL | NL | S | GE | Accommodations > 20+ persoons,[vakantiehuis 20 personen],4,20,20.00%,EUR,1.78,7.12,0.00%,0.00,0.00
2026-04-10,18 persoons vakantiehuis,Exact match,Added,LDL | NL | S | GE | Accommodations > 14-19 persoons,[18 persoons vakantiehuis],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-02,vakantiepark 20 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 20+ persoons,[vakantiehuis 20 personen],1,1,100.00%,EUR,0.62,0.62,0.00%,0.00,0.00
2026-04-10,leuke huisjes huren,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiehuis,[vakantie woning huren],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-05,leuk park met kinderen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[kindvriendelijke vakantieparken],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-11,groepsaccommodatie 15 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 14-19 persoons,[15 personen vakantiehuis],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-02,leuke nachtjes weg met kinderen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[overnachting met kinderen],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-05,vakantiehuisje,Exact match (close variant),Added,LDL | NL | S | GE | Accommodations > vakantiehuis,[vakantiewoning],0,5,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-13,vakantiepark 12 persoons huisje,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 9-13 persoons,[12 personen bungalowpark],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-02,beste vakantiepark kinderen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[kindvriendelijke vakantieparken],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-01,vakantiehuis voor 8 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 5-8 persoons,[8 personen vakantiehuis],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-03,groepshuis 40 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 20+ persoons,[40 persoons vakantiehuis],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-13,wellness huisje met hottub,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > bubbelbad,[huisje hottub],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-01,leukste vakantiepark voor peuters,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[vakantiepark met kleine kinderen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-12,vakantie huis boeken,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiehuis,[huisje boeken],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-04,groepsaccommodatie 20 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 20+ persoons,[vakantiehuis 20 personen],4,28,14.29%,EUR,1.94,7.74,0.00%,0.00,0.00
2026-04-13,familieweekend 20 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 20+ persoons,[20 persoons vakantiehuis],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-10,vakantiehuis met zwembad huren,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[vakantiehuisje met zwembad],1,3,33.33%,EUR,2.00,2.00,0.00%,0.00,0.00
2026-04-07,wellness lodge,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > wellness,[wellnesshuisje],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-07,vakantiehuis 7 slaapkamers,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 5-8 persoons,[7 personen vakantiehuisje],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-03-31,vakantie huis 12 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 9-13 persoons,[12 personen vakantiewoning],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
